time,dew_point_2m (°C),temperature_2m (°C),wind_direction_10m (°),wind_speed_100m (km/h),relative_humidity_2m (%),soil_moisture_0_to_7cm (m³/m³),cloud_cover (%),cloud_cover_high (%),cloud_cover_mid (%),cloud_cover_low (%),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),vapour_pressure_deficit (kPa)
2024-04-02 08:00:00,21.4,24.8,184,39.1,81,0.496,18,1,6,13,0.51,0.499,0.59
2024-04-02 09:00:00,19.8,20.9,90,13.7,93,0.52,99,91,19,85,0.516,0.518,0.16
2024-04-02 10:00:00,20.0,21.8,25,6.9,90,0.503,100,99,47,100,0.489,0.519,0.27
2024-04-02 11:00:00,20.2,21.6,151,19.1,91,0.508,100,100,19,93,0.489,0.518,0.22
2024-04-02 12:00:00,20.3,22.1,188,17.9,90,0.5,100,100,23,80,0.495,0.518,0.28
2024-04-02 13:00:00,20.4,21.9,162,6.9,91,0.513,100,100,23,86,0.508,0.517,0.24
2024-04-02 14:00:00,20.9,23.6,158,20.5,85,0.509,100,100,15,99,0.507,0.517,0.45
2024-04-02 15:00:00,20.5,23.1,168,28.8,86,0.506,95,95,1,14,0.505,0.517,0.41
2024-04-02 16:00:00,21.2,23.6,153,22.9,86,0.503,90,88,6,13,0.504,0.516,0.4
2024-04-02 17:00:00,21.3,23.6,157,20.2,87,0.501,96,96,6,6,0.503,0.516,0.38
2024-04-02 18:00:00,20.4,22.8,173,19.2,87,0.5,65,61,1,8,0.501,0.516,0.37
2024-04-02 19:00:00,19.2,20.9,188,36.0,90,0.499,100,100,16,9,0.5,0.515,0.25
2024-04-02 20:00:00,19.3,21.4,230,23.2,88,0.498,100,100,3,1,0.499,0.515,0.31
2024-04-02 21:00:00,20.7,21.4,356,17.5,96,0.506,100,100,27,14,0.502,0.52,0.11
2024-04-02 22:00:00,20.4,20.8,40,7.4,98,0.504,100,100,13,100,0.484,0.519,0.06
2024-04-02 23:00:00,20.5,20.8,281,4.1,98,0.502,100,96,8,100,0.484,0.518,0.05
2024-04-03 00:00:00,20.4,20.8,305,8.2,97,0.499,100,91,24,100,0.484,0.517,0.07
2024-04-03 01:00:00,20.2,20.6,318,10.5,97,0.497,95,94,12,0,0.483,0.517,0.07
2024-04-03 02:00:00,19.8,20.2,291,15.6,98,0.495,100,100,2,97,0.483,0.516,0.06
2024-04-03 03:00:00,19.5,20.0,310,12.7,97,0.493,100,100,0,100,0.482,0.516,0.07
2024-04-03 04:00:00,19.5,20.0,328,15.0,97,0.492,100,100,10,100,0.482,0.516,0.08
2024-04-03 05:00:00,18.4,19.2,352,24.6,95,0.491,100,100,16,100,0.481,0.515,0.11
2024-04-03 06:00:00,16.8,18.0,359,25.9,93,0.489,100,100,1,100,0.481,0.515,0.14
2024-04-03 07:00:00,16.2,17.5,359,25.6,92,0.488,100,100,0,80,0.48,0.515,0.16
2024-04-03 08:00:00,15.9,17.4,360,24.5,91,0.487,100,100,2,26,0.48,0.514,0.18
2024-04-03 09:00:00,15.9,17.8,7,16.8,89,0.492,100,100,33,74,0.491,0.515,0.23
2024-04-03 10:00:00,16.1,18.4,352,24.0,86,0.491,100,100,2,100,0.49,0.514,0.29
2024-04-03 11:00:00,16.2,19.1,357,19.1,84,0.491,100,100,21,100,0.489,0.514,0.36
2024-04-03 12:00:00,16.5,19.8,348,20.5,81,0.489,100,99,11,100,0.488,0.514,0.43
2024-04-03 13:00:00,16.5,20.8,358,22.7,76,0.487,100,39,5,100,0.487,0.513,0.58
2024-04-03 14:00:00,16.2,20.2,347,23.6,78,0.486,100,86,75,100,0.486,0.513,0.53
2024-04-03 15:00:00,15.6,19.2,340,25.2,79,0.486,100,93,15,100,0.486,0.513,0.46
2024-04-03 16:00:00,15.4,18.9,351,26.2,80,0.486,100,37,6,100,0.485,0.513,0.43
2024-04-03 17:00:00,15.4,18.6,346,28.7,82,0.485,100,91,38,100,0.484,0.512,0.39
2024-04-03 18:00:00,15.1,18.1,340,24.9,82,0.484,100,99,46,100,0.484,0.512,0.37
2024-04-03 19:00:00,15.0,18.0,348,23.6,83,0.484,100,100,100,100,0.483,0.512,0.35
2024-04-03 20:00:00,15.3,17.9,342,24.9,85,0.492,100,98,100,100,0.483,0.512,0.31
2024-04-03 21:00:00,14.8,16.3,356,24.8,91,0.499,100,97,22,100,0.499,0.518,0.18
2024-04-03 22:00:00,14.7,16.3,350,27.6,90,0.498,100,82,51,100,0.497,0.518,0.18
2024-04-03 23:00:00,14.7,16.4,357,23.0,90,0.497,100,32,100,100,0.496,0.517,0.19
2024-04-04 00:00:00,14.7,16.2,8,25.5,91,0.498,100,97,100,100,0.494,0.517,0.17
2024-04-04 01:00:00,14.9,16.1,358,22.7,92,0.498,100,59,100,100,0.493,0.517,0.14
2024-04-04 02:00:00,15.1,16.0,5,21.0,94,0.504,100,0,100,100,0.492,0.516,0.1
2024-04-04 03:00:00,14.9,16.0,357,21.3,93,0.503,100,42,100,100,0.492,0.516,0.12
2024-04-04 04:00:00,14.9,16.0,357,21.6,93,0.501,100,91,100,100,0.492,0.516,0.12
2024-04-04 05:00:00,14.9,15.8,360,24.1,95,0.502,100,94,100,100,0.491,0.515,0.1
2024-04-04 06:00:00,14.8,15.6,2,23.8,95,0.505,100,100,100,100,0.491,0.515,0.09
2024-04-04 07:00:00,14.8,15.5,5,21.0,95,0.509,100,100,100,100,0.491,0.515,0.08
2024-04-04 08:00:00,15.0,15.7,6,20.3,96,0.511,100,100,100,100,0.492,0.515,0.08
2024-04-04 09:00:00,15.0,15.4,342,17.5,97,0.519,100,100,100,100,0.493,0.516,0.05
2024-04-04 10:00:00,15.3,15.8,328,19.3,97,0.52,100,100,100,100,0.504,0.516,0.06
2024-04-04 11:00:00,15.4,15.8,325,19.6,97,0.52,100,100,100,100,0.516,0.516,0.05
2024-04-04 12:00:00,15.3,15.9,343,23.7,96,0.498,100,99,100,100,0.519,0.519,0.07
2024-04-04 13:00:00,15.4,16.1,352,23.5,96,0.519,100,99,100,100,0.517,0.519,0.08
2024-04-04 14:00:00,15.6,16.8,342,21.5,93,0.492,100,100,91,100,0.513,0.52,0.14
2024-04-04 15:00:00,15.4,17.1,346,25.1,89,0.492,100,0,100,100,0.483,0.519,0.21
2024-04-04 16:00:00,14.9,17.2,345,25.8,86,0.491,100,0,100,100,0.482,0.518,0.27
2024-04-04 17:00:00,14.7,16.5,336,21.9,89,0.491,100,0,100,100,0.481,0.518,0.2
2024-04-04 18:00:00,14.3,15.8,337,23.6,91,0.49,100,0,100,100,0.48,0.517,0.17
2024-04-04 19:00:00,14.0,15.6,340,26.0,90,0.489,100,0,100,100,0.48,0.517,0.17
2024-04-04 20:00:00,13.7,15.5,340,24.1,89,0.488,100,0,100,100,0.479,0.516,0.19
2024-04-04 21:00:00,13.2,14.6,343,21.7,92,0.503,100,13,100,92,0.497,0.514,0.14
2024-04-04 22:00:00,13.2,14.4,342,18.1,92,0.501,100,9,33,100,0.497,0.514,0.13
2024-04-04 23:00:00,13.2,14.4,343,17.3,93,0.499,100,0,41,100,0.496,0.514,0.12
2024-04-05 00:00:00,13.2,14.4,356,19.5,93,0.498,100,0,46,100,0.495,0.514,0.12
2024-04-05 01:00:00,13.3,14.4,5,20.7,93,0.497,100,86,2,100,0.495,0.513,0.11
2024-04-05 02:00:00,13.4,14.4,2,18.1,94,0.496,100,100,94,100,0.494,0.513,0.1
2024-04-05 03:00:00,13.4,14.3,358,21.3,94,0.495,100,97,0,100,0.494,0.513,0.1
2024-04-05 04:00:00,13.1,14.3,3,21.7,93,0.494,100,100,24,100,0.493,0.513,0.12
2024-04-05 05:00:00,13.0,14.2,13,17.0,92,0.493,100,100,79,100,0.492,0.513,0.13
2024-04-05 06:00:00,13.0,14.3,14,15.6,92,0.492,100,100,33,100,0.492,0.513,0.13
2024-04-05 07:00:00,13.1,14.3,360,12.1,93,0.493,100,98,93,100,0.491,0.513,0.12
2024-04-05 08:00:00,13.4,14.5,345,12.8,93,0.493,100,99,38,100,0.491,0.512,0.11
2024-04-05 09:00:00,13.9,14.5,336,9.0,96,0.519,100,100,100,100,0.51,0.512,0.07
2024-04-05 10:00:00,13.9,14.6,360,13.0,96,0.514,100,100,89,24,0.512,0.512,0.07
2024-04-05 11:00:00,13.8,16.2,24,11.4,86,0.512,100,100,18,71,0.512,0.512,0.26
2024-04-05 12:00:00,14.7,17.1,5,10.5,86,0.513,100,75,97,100,0.513,0.512,0.27
2024-04-05 13:00:00,14.6,19.1,360,8.6,75,0.511,100,0,100,100,0.512,0.512,0.55
2024-04-05 14:00:00,14.5,18.1,360,11.9,80,0.512,100,0,82,100,0.512,0.512,0.43
2024-04-05 15:00:00,14.6,17.7,5,16.3,82,0.513,100,0,100,90,0.512,0.512,0.36
2024-04-05 16:00:00,14.5,18.2,9,15.6,79,0.509,100,4,100,100,0.512,0.512,0.44
2024-04-05 17:00:00,14.4,17.9,21,14.3,80,0.506,100,1,100,100,0.512,0.512,0.41
2024-04-05 18:00:00,14.5,17.5,9,13.7,82,0.507,100,36,100,100,0.511,0.512,0.35
2024-04-05 19:00:00,14.9,16.7,360,16.9,89,0.511,100,67,100,100,0.511,0.512,0.2
2024-04-05 20:00:00,14.6,16.1,354,19.1,91,0.511,100,0,100,100,0.511,0.512,0.17
2024-04-05 21:00:00,13.6,14.5,335,19.9,94,0.505,100,0,100,43,0.512,0.512,0.1
2024-04-05 22:00:00,13.5,14.4,348,18.6,94,0.504,100,0,100,30,0.512,0.512,0.09
2024-04-05 23:00:00,13.5,14.3,350,18.1,95,0.502,27,5,9,15,0.511,0.512,0.08
2024-04-06 00:00:00,13.3,13.9,344,18.1,96,0.501,87,1,55,72,0.511,0.512,0.06
2024-04-06 01:00:00,13.3,13.9,342,17.1,96,0.499,100,3,89,100,0.51,0.511,0.07
2024-04-06 02:00:00,13.3,13.9,353,16.3,96,0.498,100,2,100,100,0.509,0.511,0.07
2024-04-06 03:00:00,13.3,13.9,351,17.0,96,0.497,100,100,85,99,0.508,0.511,0.06
2024-04-06 04:00:00,13.1,13.8,4,17.7,96,0.496,100,99,34,92,0.508,0.511,0.07
2024-04-06 05:00:00,12.9,13.5,9,16.1,96,0.495,100,97,100,93,0.507,0.511,0.05
2024-04-06 06:00:00,12.8,13.4,3,14.1,96,0.495,100,98,100,83,0.506,0.511,0.06
2024-04-06 07:00:00,12.7,13.5,348,15.7,95,0.494,100,97,100,82,0.505,0.511,0.08
2024-04-06 08:00:00,12.7,14.2,354,18.1,91,0.493,100,93,100,100,0.504,0.511,0.15
2024-04-06 09:00:00,12.8,13.6,337,19.2,95,0.512,100,48,100,100,0.511,0.511,0.08
2024-04-06 10:00:00,12.8,14.1,342,17.9,92,0.515,100,58,100,98,0.512,0.511,0.13
2024-04-06 11:00:00,13.1,14.6,352,13.8,91,0.516,100,46,100,98,0.513,0.511,0.15
2024-04-06 12:00:00,13.4,15.6,354,13.0,87,0.514,100,3,100,99,0.513,0.511,0.24
2024-04-06 13:00:00,13.6,16.3,354,14.5,84,0.511,100,0,100,100,0.513,0.511,0.3
2024-04-06 14:00:00,13.4,16.4,353,15.2,82,0.508,100,0,100,90,0.513,0.511,0.33
2024-04-06 15:00:00,13.2,16.3,351,14.6,82,0.505,100,0,100,78,0.512,0.511,0.34
2024-04-06 16:00:00,13.2,16.3,347,15.7,82,0.503,100,0,100,100,0.512,0.511,0.34
2024-04-06 17:00:00,12.9,16.1,356,16.6,82,0.501,100,0,100,100,0.511,0.511,0.34
2024-04-06 18:00:00,12.9,15.9,358,16.9,82,0.499,100,0,100,100,0.51,0.511,0.32
2024-04-06 19:00:00,12.7,15.6,5,16.3,83,0.498,100,12,100,100,0.51,0.511,0.3
2024-04-06 20:00:00,12.7,15.5,357,14.8,84,0.497,100,20,100,90,0.509,0.511,0.29
2024-04-06 21:00:00,12.5,14.1,339,14.6,90,0.496,100,0,100,100,0.48,0.517,0.16
2024-04-06 22:00:00,12.6,13.9,350,14.9,92,0.495,100,0,100,100,0.479,0.517,0.13
2024-04-06 23:00:00,12.7,13.9,333,11.5,92,0.493,100,0,100,100,0.479,0.516,0.12
2024-04-07 00:00:00,12.8,13.8,344,11.3,93,0.491,100,0,100,100,0.479,0.516,0.1
2024-04-07 01:00:00,12.8,13.8,337,9.4,94,0.49,100,1,15,100,0.478,0.516,0.1
2024-04-07 02:00:00,12.7,13.3,317,12.2,96,0.489,100,28,77,100,0.478,0.515,0.06
2024-04-07 03:00:00,12.9,13.6,333,11.7,95,0.488,100,25,16,100,0.477,0.515,0.07
2024-04-07 04:00:00,12.9,13.6,342,12.8,96,0.487,100,53,79,100,0.477,0.515,0.07
2024-04-07 05:00:00,12.9,13.7,3,13.0,95,0.486,99,62,44,98,0.477,0.514,0.07
2024-04-07 06:00:00,12.9,13.5,360,13.4,96,0.485,100,7,71,100,0.476,0.514,0.06
2024-04-07 07:00:00,13.0,13.8,355,12.2,95,0.484,75,2,28,65,0.476,0.514,0.08
2024-04-07 08:00:00,13.4,14.7,358,13.0,92,0.483,100,0,97,99,0.476,0.513,0.14
2024-04-07 09:00:00,13.6,15.2,335,10.3,90,0.485,100,46,88,100,0.476,0.514,0.16
2024-04-07 10:00:00,13.7,15.6,352,14.2,88,0.485,100,0,100,100,0.475,0.514,0.2
2024-04-07 11:00:00,13.8,17.1,360,13.3,81,0.485,100,0,92,100,0.475,0.513,0.37
2024-04-07 12:00:00,13.9,18.0,11,10.0,77,0.484,100,0,3,100,0.475,0.513,0.48
2024-04-07 13:00:00,14.2,18.9,16,6.7,74,0.483,100,0,11,100,0.474,0.513,0.57
2024-04-07 14:00:00,14.2,19.5,7,8.0,71,0.481,100,0,1,100,0.473,0.512,0.65
2024-04-07 15:00:00,14.0,19.6,360,9.4,70,0.48,100,0,6,100,0.473,0.512,0.68
2024-04-07 16:00:00,14.0,19.6,351,12.0,70,0.479,100,0,39,100,0.473,0.511,0.68
2024-04-07 17:00:00,14.0,19.3,351,13.1,72,0.478,100,0,85,100,0.472,0.511,0.63
2024-04-07 18:00:00,14.4,18.8,347,12.7,76,0.477,100,0,92,94,0.472,0.511,0.53
2024-04-07 19:00:00,14.1,18.1,328,17.6,77,0.477,100,1,100,99,0.472,0.51,0.47
2024-04-07 20:00:00,13.9,17.8,331,17.8,78,0.476,100,0,100,99,0.471,0.51,0.45
2024-04-07 21:00:00,13.9,16.2,339,13.7,86,0.479,100,0,100,100,0.468,0.507,0.25
2024-04-07 22:00:00,13.9,16.2,319,15.0,86,0.478,100,6,100,94,0.468,0.507,0.25
2024-04-07 23:00:00,13.6,16.1,315,16.8,85,0.478,100,2,100,100,0.468,0.506,0.27
2024-04-08 00:00:00,13.4,16.0,322,17.2,85,0.477,100,2,100,100,0.468,0.506,0.28
2024-04-08 01:00:00,13.4,15.8,325,15.1,86,0.476,100,30,100,8,0.468,0.506,0.26
2024-04-08 02:00:00,13.5,15.5,333,13.8,88,0.476,38,15,23,11,0.468,0.505,0.21
2024-04-08 03:00:00,13.4,14.6,326,15.0,93,0.476,67,26,56,0,0.468,0.505,0.12
2024-04-08 04:00:00,13.5,14.3,330,15.9,95,0.475,51,17,31,14,0.468,0.504,0.09
2024-04-08 05:00:00,13.5,14.3,327,18.4,95,0.475,90,2,88,22,0.468,0.504,0.08
2024-04-08 06:00:00,13.3,14.1,335,16.3,95,0.474,27,0,24,4,0.468,0.504,0.08
2024-04-08 07:00:00,13.7,14.6,332,14.7,94,0.474,54,0,54,0,0.468,0.503,0.1
2024-04-08 08:00:00,14.4,16.1,329,11.8,89,0.473,62,0,62,0,0.467,0.503,0.2
2024-04-08 09:00:00,13.9,17.7,334,17.6,78,0.475,73,21,24,55,0.466,0.5,0.44
2024-04-08 10:00:00,13.7,18.7,342,18.9,72,0.474,66,2,0,65,0.465,0.499,0.6
2024-04-08 11:00:00,13.6,19.8,345,18.9,68,0.473,91,0,0,91,0.465,0.499,0.75
2024-04-08 12:00:00,13.3,20.0,336,19.2,65,0.472,89,30,10,82,0.465,0.498,0.81
2024-04-08 13:00:00,13.3,20.8,342,19.7,62,0.47,100,0,0,100,0.464,0.498,0.92
2024-04-08 14:00:00,13.2,21.2,349,20.2,60,0.469,99,11,0,98,0.464,0.497,1.01
2024-04-08 15:00:00,13.2,21.2,351,18.6,60,0.467,48,0,0,48,0.463,0.497,1.0
2024-04-08 16:00:00,13.1,21.1,355,18.1,60,0.466,100,0,0,100,0.463,0.496,1.0
2024-04-08 17:00:00,13.3,20.7,353,19.6,63,0.465,100,0,0,100,0.463,0.496,0.91
2024-04-08 18:00:00,13.7,20.0,2,16.2,67,0.464,100,0,0,100,0.462,0.495,0.78
2024-04-08 19:00:00,13.7,18.8,356,14.2,72,0.464,17,0,1,16,0.462,0.495,0.61
2024-04-08 20:00:00,13.6,17.9,360,16.2,76,0.463,28,0,0,28,0.462,0.495,0.49
2024-04-08 21:00:00,13.3,17.2,7,19.6,78,0.456,22,0,14,21,0.46,0.493,0.44
2024-04-08 22:00:00,13.3,16.3,11,18.6,82,0.456,29,0,9,29,0.46,0.492,0.33
2024-04-08 23:00:00,13.5,15.9,21,16.4,85,0.456,98,0,3,98,0.459,0.492,0.26
2024-04-09 00:00:00,13.5,15.8,18,16.4,86,0.456,99,1,15,99,0.459,0.492,0.24
2024-04-09 01:00:00,13.6,16.3,22,13.5,84,0.456,100,0,6,100,0.459,0.491,0.3
2024-04-09 02:00:00,13.6,16.5,29,14.6,83,0.456,100,0,0,100,0.459,0.491,0.32
2024-04-09 03:00:00,13.5,16.1,42,12.2,85,0.456,100,0,0,100,0.459,0.49,0.28
2024-04-09 04:00:00,13.8,16.0,56,10.1,87,0.456,100,0,0,100,0.459,0.49,0.24
2024-04-09 05:00:00,13.6,15.5,17,8.4,88,0.455,100,0,3,100,0.459,0.49,0.21
2024-04-09 06:00:00,13.4,15.0,9,9.8,90,0.455,98,0,4,98,0.459,0.489,0.16
2024-04-09 07:00:00,13.6,15.1,16,11.1,91,0.455,39,0,29,14,0.459,0.489,0.16
2024-04-09 08:00:00,14.4,16.5,17,11.2,87,0.455,37,0,3,35,0.459,0.488,0.24
2024-04-09 09:00:00,15.1,18.2,58,5.0,82,0.45,86,0,22,86,0.457,0.487,0.37
2024-04-09 10:00:00,14.9,19.9,126,6.2,73,0.449,81,0,38,81,0.457,0.487,0.62
2024-04-09 11:00:00,15.0,20.2,111,7.4,72,0.449,100,0,55,100,0.457,0.486,0.66
2024-04-09 12:00:00,14.9,20.8,90,5.4,69,0.448,100,0,100,100,0.456,0.486,0.77
2024-04-09 13:00:00,14.7,20.8,34,6.0,68,0.447,100,0,82,100,0.456,0.485,0.79
2024-04-09 14:00:00,14.8,21.0,32,8.7,68,0.447,100,0,55,100,0.455,0.485,0.8
2024-04-09 15:00:00,15.0,21.4,45,11.2,67,0.446,100,0,56,100,0.455,0.484,0.84
2024-04-09 16:00:00,14.7,21.2,43,11.7,66,0.445,96,0,64,96,0.455,0.484,0.85
2024-04-09 17:00:00,14.7,21.2,41,10.4,67,0.444,100,0,54,100,0.454,0.484,0.84
2024-04-09 18:00:00,15.9,20.9,36,7.4,73,0.444,100,0,98,100,0.454,0.483,0.66
2024-04-09 19:00:00,15.8,19.3,70,8.3,80,0.444,100,0,66,100,0.454,0.483,0.45
2024-04-09 20:00:00,14.9,19.0,97,14.9,77,0.444,64,0,63,4,0.454,0.482,0.5
2024-04-09 21:00:00,14.8,18.2,94,14.1,80,0.438,33,0,23,17,0.452,0.482,0.41
2024-04-09 22:00:00,14.4,17.3,106,14.2,83,0.438,13,0,1,12,0.451,0.482,0.33
2024-04-09 23:00:00,14.1,15.6,108,13.6,91,0.439,0,0,0,0,0.451,0.482,0.16
2024-04-10 00:00:00,13.6,15.2,126,13.6,90,0.439,1,0,1,0,0.451,0.481,0.17
2024-04-10 01:00:00,13.3,14.7,115,13.2,91,0.439,0,0,0,0,0.451,0.481,0.15
2024-04-10 02:00:00,13.3,14.6,94,14.8,92,0.439,0,0,0,0,0.451,0.481,0.13
2024-04-10 03:00:00,13.0,13.9,87,13.2,94,0.439,0,0,0,0,0.451,0.48,0.09
2024-04-10 04:00:00,12.6,13.2,87,10.8,96,0.439,0,0,0,0,0.451,0.48,0.06
2024-04-10 05:00:00,12.4,12.9,90,10.0,97,0.439,6,0,6,0,0.451,0.48,0.05
2024-04-10 06:00:00,12.7,13.4,98,12.5,96,0.439,24,6,19,0,0.451,0.479,0.06
2024-04-10 07:00:00,13.4,14.6,135,14.6,93,0.439,92,58,82,0,0.451,0.479,0.12
2024-04-10 08:00:00,14.6,16.8,138,14.1,87,0.439,100,85,100,0,0.451,0.479,0.25
2024-04-10 09:00:00,15.9,18.1,151,10.1,87,0.439,100,100,82,1,0.451,0.477,0.26
2024-04-10 10:00:00,16.0,19.9,145,11.7,78,0.439,100,100,71,0,0.45,0.477,0.5
2024-04-10 11:00:00,15.9,20.2,143,9.3,77,0.443,100,100,100,0,0.45,0.476,0.55
2024-04-10 12:00:00,15.8,19.8,90,6.8,77,0.444,100,100,34,1,0.45,0.476,0.52
2024-04-10 13:00:00,15.9,21.3,115,7.7,71,0.443,100,100,100,1,0.45,0.476,0.73
2024-04-10 14:00:00,16.1,22.6,173,8.0,67,0.442,100,94,94,62,0.449,0.475,0.92
2024-04-10 15:00:00,16.2,22.7,173,3.6,67,0.441,100,95,85,77,0.449,0.475,0.91
2024-04-10 16:00:00,16.4,22.7,124,2.0,68,0.44,100,100,99,78,0.448,0.474,0.89
2024-04-10 17:00:00,16.5,22.7,135,0.8,68,0.44,100,95,100,18,0.448,0.474,0.88
2024-04-10 18:00:00,17.6,21.7,82,4.0,78,0.44,100,30,100,24,0.448,0.474,0.58
2024-04-10 19:00:00,18.0,20.4,80,5.1,86,0.44,98,27,97,10,0.448,0.473,0.33
2024-04-10 20:00:00,17.5,19.7,58,4.3,87,0.44,98,51,96,10,0.448,0.473,0.3
2024-04-10 21:00:00,16.9,18.5,48,8.4,90,0.445,100,92,100,100,0.453,0.476,0.2
2024-04-10 22:00:00,16.9,18.3,39,9.1,92,0.446,100,97,100,100,0.453,0.475,0.17
2024-04-10 23:00:00,16.9,18.1,31,8.7,93,0.446,100,30,100,100,0.453,0.475,0.15
2024-04-11 00:00:00,16.9,17.9,45,7.3,94,0.446,100,9,100,100,0.453,0.475,0.13
2024-04-11 01:00:00,16.9,17.8,60,6.7,94,0.446,100,8,100,20,0.453,0.474,0.11
2024-04-11 02:00:00,16.9,17.6,50,5.9,96,0.446,52,23,37,2,0.453,0.474,0.08
2024-04-11 03:00:00,15.9,16.2,343,1.8,98,0.446,79,75,4,16,0.453,0.474,0.03
2024-04-11 04:00:00,15.9,16.2,350,5.4,98,0.446,77,70,21,15,0.452,0.473,0.03
2024-04-11 05:00:00,15.9,16.3,17,7.9,98,0.446,56,51,3,7,0.452,0.473,0.04
2024-04-11 06:00:00,15.3,15.5,34,9.1,99,0.446,100,100,12,9,0.452,0.473,0.02
2024-04-11 07:00:00,16.3,16.8,24,9.8,97,0.446,100,99,80,99,0.452,0.473,0.06
2024-04-11 08:00:00,17.2,18.1,25,12.6,94,0.446,100,100,46,100,0.452,0.472,0.12
2024-04-11 09:00:00,17.0,18.1,49,10.9,94,0.45,100,87,100,100,0.452,0.472,0.13
2024-04-11 10:00:00,17.2,18.5,34,5.7,92,0.45,100,100,68,100,0.452,0.472,0.16
2024-04-11 11:00:00,17.8,20.4,135,3.3,85,0.467,99,91,73,66,0.452,0.471,0.36
2024-04-11 12:00:00,18.2,21.5,153,4.3,82,0.47,100,71,100,100,0.452,0.471,0.47
2024-04-11 13:00:00,18.2,21.5,132,5.4,81,0.469,100,100,57,100,0.452,0.471,0.47
2024-04-11 14:00:00,18.0,22.6,148,6.8,75,0.468,100,100,8,100,0.452,0.47,0.69
2024-04-11 15:00:00,18.2,22.9,167,5.9,75,0.466,100,100,30,100,0.452,0.47,0.71
2024-04-11 16:00:00,18.2,23.1,250,5.2,74,0.465,100,100,40,100,0.452,0.47,0.74
