time,dew_point_2m (°C),temperature_2m (°C),wind_direction_10m (°),wind_speed_100m (km/h),relative_humidity_2m (%),soil_moisture_0_to_7cm (m³/m³),cloud_cover (%),cloud_cover_high (%),cloud_cover_mid (%),cloud_cover_low (%),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),vapour_pressure_deficit (kPa)
2024-04-11 17:00:00,18.3,22.8,322,8.4,76,0.465,100,100,64,100,0.452,0.469,0.67
2024-04-11 18:00:00,18.8,22.0,344,8.3,82,0.464,96,94,13,20,0.452,0.469,0.48
2024-04-11 19:00:00,18.4,20.3,25,14.2,89,0.463,96,95,15,6,0.452,0.469,0.27
2024-04-11 20:00:00,18.2,19.5,39,15.1,92,0.463,56,44,21,0,0.452,0.469,0.17
2024-04-11 21:00:00,17.5,18.3,8,19.6,95,0.502,97,22,74,95,0.493,0.473,0.11
2024-04-11 22:00:00,17.4,18.2,37,12.6,95,0.5,100,29,27,100,0.493,0.472,0.11
2024-04-11 23:00:00,17.4,18.0,335,11.2,96,0.498,97,38,84,94,0.494,0.472,0.08
2024-04-12 00:00:00,17.4,18.0,337,11.3,96,0.502,100,36,100,100,0.494,0.472,0.08
2024-04-12 01:00:00,17.3,17.9,342,6.8,96,0.512,100,76,100,100,0.495,0.472,0.08
2024-04-12 02:00:00,17.2,17.8,318,9.7,96,0.507,100,73,99,100,0.496,0.472,0.08
2024-04-12 03:00:00,17.2,17.7,347,12.8,97,0.504,70,65,6,8,0.497,0.472,0.06
2024-04-12 04:00:00,16.2,16.3,356,10.1,99,0.502,96,86,69,5,0.497,0.472,0.02
2024-04-12 05:00:00,16.7,16.8,17,11.3,99,0.5,100,83,17,100,0.497,0.471,0.02
2024-04-12 06:00:00,16.6,16.7,8,10.7,99,0.499,100,68,90,100,0.497,0.471,0.01
2024-04-12 07:00:00,16.7,16.9,3,10.5,99,0.497,100,99,99,100,0.497,0.471,0.02
2024-04-12 08:00:00,16.8,17.4,18,9.7,97,0.496,100,100,98,100,0.497,0.471,0.07
2024-04-12 09:00:00,17.5,19.4,13,5.5,89,0.491,100,22,100,97,0.486,0.47,0.25
2024-04-12 10:00:00,17.8,19.8,360,6.5,88,0.49,100,0,100,100,0.486,0.47,0.27
2024-04-12 11:00:00,18.3,21.0,336,5.8,85,0.489,97,0,97,92,0.486,0.47,0.38
2024-04-12 12:00:00,19.0,22.8,297,4.2,79,0.487,26,0,24,4,0.485,0.469,0.58
2024-04-12 13:00:00,18.6,24.8,243,2.6,69,0.485,100,4,0,100,0.485,0.469,0.98
2024-04-12 14:00:00,18.8,25.4,207,1.6,67,0.483,100,0,0,100,0.484,0.469,1.08
2024-04-12 15:00:00,18.7,25.8,256,3.3,65,0.481,100,1,0,100,0.483,0.468,1.16
2024-04-12 16:00:00,18.8,25.8,294,4.2,65,0.479,73,7,0,71,0.483,0.468,1.15
2024-04-12 17:00:00,18.6,25.8,290,5.0,65,0.478,79,7,0,77,0.482,0.468,1.17
2024-04-12 18:00:00,20.5,24.7,247,5.2,77,0.477,70,33,0,54,0.482,0.468,0.7
2024-04-12 19:00:00,19.2,21.9,225,7.6,85,0.477,81,80,4,2,0.482,0.467,0.4
2024-04-12 20:00:00,18.8,21.0,276,6.8,88,0.477,94,94,4,1,0.482,0.467,0.31
2024-04-12 21:00:00,18.3,19.9,70,6.3,91,0.479,47,35,17,1,0.482,0.467,0.22
2024-04-12 22:00:00,18.3,19.6,73,7.9,92,0.479,11,10,1,1,0.482,0.467,0.18
2024-04-12 23:00:00,17.9,19.1,98,9.0,93,0.478,20,8,9,5,0.481,0.467,0.15
2024-04-13 00:00:00,17.9,19.4,99,14.4,91,0.478,11,0,8,3,0.481,0.467,0.2
2024-04-13 01:00:00,17.9,19.0,115,14.5,93,0.478,13,0,3,12,0.481,0.467,0.15
2024-04-13 02:00:00,18.2,19.2,131,17.1,94,0.477,37,0,10,35,0.481,0.467,0.13
2024-04-13 03:00:00,18.6,19.5,132,20.7,95,0.477,100,61,17,100,0.481,0.466,0.12
2024-04-13 04:00:00,18.6,19.8,121,21.6,93,0.477,33,4,15,20,0.481,0.466,0.17
2024-04-13 05:00:00,18.8,19.9,114,22.2,93,0.477,65,40,28,27,0.481,0.466,0.16
2024-04-13 06:00:00,19.1,20.2,108,23.0,93,0.481,63,52,20,4,0.481,0.466,0.16
2024-04-13 07:00:00,19.5,20.9,76,18.4,92,0.514,77,56,39,20,0.481,0.466,0.21
2024-04-13 08:00:00,20.3,21.6,118,20.1,92,0.517,100,100,40,70,0.51,0.466,0.2
2024-04-13 09:00:00,20.3,22.2,135,28.3,89,0.482,62,59,4,3,0.481,0.466,0.29
2024-04-13 10:00:00,21.4,24.6,126,20.7,82,0.481,35,15,23,10,0.481,0.465,0.54
2024-04-13 11:00:00,21.8,26.1,119,20.6,77,0.48,62,11,55,12,0.48,0.465,0.77
2024-04-13 12:00:00,22.6,27.0,135,21.6,77,0.479,88,15,4,86,0.48,0.465,0.83
2024-04-13 13:00:00,22.8,28.6,163,19.9,71,0.478,96,28,92,58,0.479,0.464,1.14
2024-04-13 14:00:00,21.9,27.9,172,17.1,70,0.491,97,72,83,87,0.478,0.464,1.13
2024-04-13 15:00:00,22.1,25.7,114,9.8,81,0.504,97,69,29,89,0.479,0.464,0.63
2024-04-13 16:00:00,22.1,25.2,78,14.6,83,0.501,89,33,42,74,0.48,0.464,0.54
2024-04-13 17:00:00,22.6,25.0,93,11.2,87,0.5,99,91,20,92,0.481,0.463,0.43
2024-04-13 18:00:00,22.3,23.8,138,22.2,92,0.5,100,97,16,93,0.481,0.463,0.25
2024-04-13 19:00:00,21.7,22.5,135,24.0,95,0.499,100,100,11,22,0.482,0.463,0.14
2024-04-13 20:00:00,21.3,22.1,119,20.1,95,0.498,100,100,6,89,0.483,0.463,0.13
2024-04-13 21:00:00,21.2,22.0,98,14.7,95,0.503,76,66,20,18,0.499,0.463,0.13
2024-04-13 22:00:00,20.7,21.9,140,31.3,93,0.501,89,87,5,9,0.498,0.463,0.19
2024-04-13 23:00:00,20.4,21.2,124,14.5,95,0.513,99,96,49,29,0.505,0.463,0.11
2024-04-14 00:00:00,20.5,21.2,101,16.6,96,0.51,29,0,5,27,0.506,0.463,0.11
2024-04-14 01:00:00,20.4,21.1,100,16.9,96,0.507,27,1,11,24,0.506,0.463,0.1
2024-04-14 02:00:00,20.4,21.0,124,23.0,96,0.505,25,0,3,23,0.505,0.463,0.1
2024-04-14 03:00:00,20.1,20.6,119,11.8,97,0.503,32,0,17,21,0.505,0.463,0.07
2024-04-14 04:00:00,19.9,20.3,146,11.2,98,0.502,50,0,40,21,0.504,0.463,0.06
2024-04-14 05:00:00,20.0,20.4,124,12.6,98,0.501,29,6,17,8,0.504,0.463,0.05
2024-04-14 06:00:00,20.0,20.5,150,18.2,97,0.52,100,99,24,38,0.503,0.463,0.07
2024-04-14 07:00:00,20.1,20.5,151,12.6,98,0.511,100,100,90,24,0.509,0.464,0.05
2024-04-14 08:00:00,20.3,20.8,161,16.9,97,0.509,100,100,91,100,0.508,0.464,0.07
2024-04-14 09:00:00,20.8,23.0,153,11.1,87,0.508,98,68,49,90,0.507,0.468,0.36
2024-04-14 10:00:00,21.2,24.1,253,5.2,84,0.506,100,65,31,100,0.506,0.468,0.48
2024-04-14 11:00:00,21.3,24.6,214,1.8,82,0.504,99,38,57,98,0.505,0.468,0.56
2024-04-14 12:00:00,21.8,25.8,153,3.2,79,0.503,100,26,15,100,0.505,0.468,0.71
2024-04-14 13:00:00,22.1,26.4,263,7.2,78,0.506,97,25,30,94,0.504,0.468,0.77
2024-04-14 14:00:00,22.7,26.1,204,7.7,82,0.502,32,4,28,17,0.509,0.468,0.62
2024-04-14 15:00:00,23.5,27.3,208,10.9,80,0.499,40,32,12,0,0.508,0.469,0.74
2024-04-14 16:00:00,23.4,27.4,229,5.1,79,0.497,56,50,10,8,0.506,0.469,0.77
2024-04-14 17:00:00,23.2,27.4,112,2.2,78,0.495,21,18,3,1,0.505,0.469,0.8
2024-04-14 18:00:00,23.6,26.8,124,6.9,83,0.494,30,19,5,9,0.504,0.469,0.61
2024-04-14 19:00:00,23.0,24.6,117,10.1,91,0.493,31,26,2,4,0.503,0.469,0.29
2024-04-14 20:00:00,22.8,24.2,112,12.5,92,0.492,15,11,2,3,0.503,0.469,0.24
2024-04-14 21:00:00,22.6,23.6,99,14.8,94,0.501,98,98,0,0,0.507,0.474,0.17
2024-04-14 22:00:00,22.3,23.2,72,15.9,95,0.5,20,14,0,7,0.506,0.474,0.15
2024-04-14 23:00:00,22.0,22.8,60,13.3,95,0.499,71,64,4,18,0.506,0.474,0.14
2024-04-15 00:00:00,21.8,22.5,101,14.5,96,0.498,14,2,4,13,0.505,0.474,0.11
2024-04-15 01:00:00,21.7,22.6,115,20.4,95,0.497,39,29,0,14,0.504,0.474,0.15
2024-04-15 02:00:00,21.5,22.5,114,18.2,94,0.496,35,6,0,31,0.504,0.474,0.15
2024-04-15 03:00:00,21.4,22.3,127,18.5,95,0.495,11,0,6,9,0.503,0.474,0.14
2024-04-15 04:00:00,21.3,22.0,143,20.2,96,0.494,10,0,6,7,0.503,0.474,0.1
2024-04-15 05:00:00,21.1,21.8,133,20.9,96,0.493,0,0,0,0,0.502,0.474,0.1
2024-04-15 06:00:00,20.9,21.6,119,18.3,96,0.493,60,53,0,13,0.502,0.474,0.11
2024-04-15 07:00:00,21.3,22.3,141,18.8,94,0.492,92,89,0,20,0.501,0.474,0.16
2024-04-15 08:00:00,22.4,23.9,150,23.6,92,0.491,100,100,0,6,0.5,0.474,0.25
2024-04-15 09:00:00,23.1,25.5,150,11.8,86,0.492,100,100,0,17,0.5,0.475,0.45
2024-04-15 10:00:00,23.5,27.1,171,9.5,81,0.49,97,97,0,4,0.499,0.475,0.69
2024-04-15 11:00:00,23.7,28.7,207,13.2,74,0.489,99,98,8,23,0.498,0.474,1.02
2024-04-15 12:00:00,23.5,29.7,208,13.8,70,0.488,100,100,8,12,0.497,0.474,1.27
2024-04-15 13:00:00,23.3,30.5,212,15.0,65,0.486,100,100,7,14,0.496,0.474,1.52
2024-04-15 14:00:00,23.1,31.1,209,14.8,62,0.483,100,100,7,9,0.495,0.474,1.7
2024-04-15 15:00:00,22.9,31.3,203,14.5,61,0.481,100,100,8,13,0.493,0.473,1.78
2024-04-15 16:00:00,23.1,31.3,196,12.7,62,0.479,100,100,9,11,0.492,0.473,1.73
2024-04-15 17:00:00,23.6,30.8,193,12.5,66,0.478,100,100,8,6,0.491,0.473,1.52
2024-04-15 18:00:00,25.1,29.4,194,11.6,78,0.477,40,29,15,2,0.491,0.473,0.91
2024-04-15 19:00:00,24.2,27.3,158,13.7,83,0.477,34,29,7,1,0.49,0.473,0.61
2024-04-15 20:00:00,23.9,26.4,121,16.5,86,0.477,98,96,42,4,0.49,0.473,0.47
2024-04-15 21:00:00,22.2,27.0,197,31.9,75,0.477,98,98,2,1,0.49,0.473,0.88
2024-04-15 22:00:00,21.9,25.4,190,25.1,81,0.477,4,4,0,0,0.489,0.473,0.62
2024-04-15 23:00:00,21.0,21.9,15,41.4,95,0.52,100,51,100,100,0.504,0.473,0.13
2024-04-16 00:00:00,20.8,21.9,135,23.4,94,0.496,92,87,13,31,0.516,0.475,0.16
2024-04-16 01:00:00,21.0,22.1,157,26.3,93,0.496,100,100,6,8,0.513,0.476,0.17
2024-04-16 02:00:00,20.9,22.1,123,13.9,93,0.496,100,100,41,7,0.511,0.476,0.2
2024-04-16 03:00:00,21.0,21.9,156,10.9,95,0.501,100,100,37,1,0.51,0.477,0.13
2024-04-16 04:00:00,20.8,21.7,132,17.1,95,0.507,100,100,47,0,0.509,0.477,0.13
2024-04-16 05:00:00,20.9,21.5,127,16.5,96,0.519,100,100,17,1,0.512,0.477,0.1
2024-04-16 06:00:00,20.7,21.3,223,13.6,96,0.516,100,100,1,10,0.514,0.477,0.1
2024-04-16 07:00:00,20.8,21.4,129,10.5,96,0.513,100,100,0,1,0.513,0.478,0.1
2024-04-16 08:00:00,21.1,21.8,146,11.4,96,0.511,100,100,13,0,0.513,0.478,0.12
2024-04-16 09:00:00,21.3,22.4,139,14.3,93,0.503,100,100,1,0,0.509,0.48,0.18
2024-04-16 10:00:00,22.6,25.3,102,14.2,85,0.501,100,100,4,0,0.508,0.48,0.47
2024-04-16 11:00:00,21.9,26.4,143,18.9,76,0.499,100,100,58,4,0.507,0.48,0.82
2024-04-16 12:00:00,21.9,25.0,145,18.3,83,0.51,100,100,49,100,0.506,0.48,0.54
2024-04-16 13:00:00,22.2,25.0,130,19.7,84,0.502,100,100,19,23,0.516,0.48,0.49
2024-04-16 14:00:00,22.1,25.6,134,20.9,81,0.516,99,99,32,26,0.514,0.481,0.61
2024-04-16 15:00:00,22.1,24.5,137,12.0,86,0.49,100,100,77,76,0.518,0.486,0.42
2024-04-16 16:00:00,21.8,23.7,172,11.9,89,0.509,100,100,94,24,0.517,0.489,0.31
2024-04-16 17:00:00,22.2,23.2,93,14.5,94,0.517,100,100,66,1,0.516,0.49,0.16
2024-04-16 18:00:00,22.4,23.1,85,10.2,96,0.517,100,100,0,34,0.516,0.49,0.12
2024-04-16 19:00:00,22.0,22.9,71,14.8,95,0.513,100,100,2,1,0.516,0.491,0.14
2024-04-16 20:00:00,21.6,22.5,75,9.9,95,0.509,100,100,12,5,0.514,0.491,0.15
2024-04-16 21:00:00,20.4,21.1,138,14.1,95,0.506,100,100,18,0,0.515,0.507,0.11
2024-04-16 22:00:00,20.3,21.0,90,12.9,95,0.504,100,100,26,0,0.514,0.507,0.11
2024-04-16 23:00:00,20.1,20.8,351,6.3,95,0.502,100,100,31,0,0.513,0.507,0.11
2024-04-17 00:00:00,20.0,20.4,354,9.1,97,0.5,100,100,31,0,0.512,0.507,0.07
2024-04-17 01:00:00,19.9,20.4,157,7.8,97,0.508,100,100,80,100,0.511,0.508,0.07
2024-04-17 02:00:00,20.0,20.4,77,5.7,98,0.514,100,100,68,4,0.512,0.508,0.06
2024-04-17 03:00:00,19.8,20.0,82,6.2,99,0.511,100,100,50,62,0.512,0.508,0.02
2024-04-17 04:00:00,19.8,19.9,39,6.4,99,0.511,100,100,92,100,0.52,0.51,0.02
2024-04-17 05:00:00,19.8,20.1,106,11.3,98,0.498,100,90,100,86,0.518,0.517,0.04
2024-04-17 06:00:00,19.7,20.0,119,8.9,98,0.518,100,98,89,100,0.514,0.52,0.04
2024-04-17 07:00:00,19.9,20.3,166,11.0,98,0.508,100,100,84,95,0.487,0.519,0.06
2024-04-17 08:00:00,20.0,20.7,108,11.3,96,0.51,100,100,41,93,0.487,0.519,0.1
2024-04-17 09:00:00,19.7,22.5,270,6.5,84,0.502,100,64,86,94,0.514,0.517,0.42
2024-04-17 10:00:00,19.6,23.3,285,10.5,80,0.501,100,0,100,61,0.512,0.517,0.58
2024-04-17 11:00:00,19.5,23.8,290,15.4,77,0.499,100,14,100,100,0.51,0.517,0.68
2024-04-17 12:00:00,19.4,23.7,305,15.8,77,0.498,77,0,48,56,0.508,0.517,0.69
2024-04-17 13:00:00,19.7,24.7,316,19.1,74,0.497,92,0,20,92,0.506,0.517,0.82
2024-04-17 14:00:00,19.7,24.6,321,22.0,74,0.496,39,0,0,39,0.504,0.516,0.81
2024-04-17 15:00:00,19.4,25.5,322,24.9,69,0.494,14,0,0,14,0.502,0.516,1.0
2024-04-17 16:00:00,19.2,24.5,335,29.0,72,0.491,54,0,0,54,0.5,0.516,0.86
2024-04-17 17:00:00,18.4,23.2,343,27.8,74,0.49,77,0,0,77,0.498,0.515,0.73
2024-04-17 18:00:00,18.2,22.4,342,21.7,77,0.489,87,0,0,87,0.497,0.515,0.63
2024-04-17 19:00:00,17.8,21.5,338,18.3,79,0.488,100,0,2,100,0.496,0.515,0.53
2024-04-17 20:00:00,17.7,21.3,333,13.5,80,0.487,100,0,1,100,0.495,0.515,0.52
2024-04-17 21:00:00,17.6,19.6,327,14.4,88,0.491,29,1,24,7,0.496,0.515,0.27
2024-04-17 22:00:00,17.5,19.2,338,14.8,90,0.49,32,12,31,0,0.495,0.515,0.22
2024-04-17 23:00:00,17.4,18.7,339,18.6,92,0.49,8,0,6,2,0.494,0.515,0.18
2024-04-18 00:00:00,17.3,18.4,345,18.2,93,0.489,5,0,0,5,0.493,0.515,0.14
2024-04-18 01:00:00,17.2,18.1,356,20.2,95,0.489,3,0,0,3,0.492,0.515,0.11
2024-04-18 02:00:00,17.0,17.8,3,16.8,95,0.488,38,18,0,24,0.491,0.514,0.09
2024-04-18 03:00:00,17.0,17.6,342,13.7,96,0.487,100,100,0,27,0.49,0.514,0.07
2024-04-18 04:00:00,16.9,17.4,342,13.0,97,0.487,100,100,0,22,0.489,0.514,0.06
2024-04-18 05:00:00,16.9,17.4,347,11.5,97,0.486,100,100,0,96,0.489,0.514,0.06
2024-04-18 06:00:00,17.0,17.4,4,10.9,98,0.486,100,100,0,100,0.488,0.514,0.05
2024-04-18 07:00:00,17.5,18.3,24,8.4,95,0.485,100,78,0,100,0.487,0.513,0.11
2024-04-18 08:00:00,18.2,19.6,34,2.7,91,0.485,100,100,0,100,0.486,0.513,0.2
2024-04-18 09:00:00,18.1,19.7,27,2.7,90,0.486,100,100,0,100,0.486,0.513,0.22
2024-04-18 10:00:00,18.6,20.5,45,2.6,89,0.486,100,100,0,38,0.485,0.513,0.28
2024-04-18 11:00:00,19.3,23.9,96,15.2,76,0.484,100,100,0,82,0.484,0.513,0.72
2024-04-18 12:00:00,19.0,25.9,122,15.2,66,0.482,100,100,7,85,0.483,0.512,1.15
2024-04-18 13:00:00,19.1,26.0,122,12.6,66,0.48,100,100,3,21,0.482,0.512,1.15
2024-04-18 14:00:00,19.5,27.4,124,15.6,62,0.477,100,100,10,87,0.481,0.512,1.37
2024-04-18 15:00:00,19.5,27.2,116,15.9,63,0.476,100,100,9,34,0.48,0.511,1.34
2024-04-18 16:00:00,19.5,26.7,129,17.7,65,0.474,100,100,46,55,0.479,0.511,1.23
2024-04-18 17:00:00,20.4,25.1,127,14.8,75,0.474,100,100,2,5,0.478,0.511,0.78
2024-04-18 18:00:00,20.5,24.4,100,14.6,79,0.475,100,100,72,73,0.478,0.511,0.65
2024-04-18 19:00:00,18.9,23.3,103,19.7,76,0.476,100,100,1,14,0.477,0.51,0.69
2024-04-18 20:00:00,18.3,22.3,92,19.5,78,0.477,100,100,100,97,0.477,0.51,0.59
2024-04-18 21:00:00,19.8,21.1,105,14.5,92,0.51,100,100,99,8,0.482,0.51,0.2
2024-04-18 22:00:00,19.2,20.7,132,19.9,91,0.513,100,100,100,9,0.484,0.51,0.21
2024-04-18 23:00:00,19.1,20.5,112,20.9,92,0.509,100,99,100,15,0.487,0.509,0.2
2024-04-19 00:00:00,18.9,20.4,124,22.2,91,0.506,100,26,100,22,0.488,0.509,0.21
2024-04-19 01:00:00,19.0,20.1,133,23.5,93,0.502,100,34,100,98,0.488,0.509,0.16
2024-04-19 02:00:00,19.1,20.1,131,21.9,94,0.5,100,0,100,100,0.489,0.509,0.15
2024-04-19 03:00:00,19.0,20.0,130,23.2,94,0.498,100,0,50,100,0.489,0.509,0.14
2024-04-19 04:00:00,18.9,20.0,135,22.4,94,0.497,100,50,59,100,0.489,0.509,0.15
2024-04-19 05:00:00,19.0,20.0,136,24.2,94,0.503,100,100,84,29,0.489,0.509,0.14
2024-04-19 06:00:00,19.0,19.9,132,22.1,95,0.502,100,100,42,39,0.509,0.508,0.12
2024-04-19 07:00:00,19.2,20.0,139,30.4,95,0.506,100,100,25,91,0.508,0.508,0.12
2024-04-19 08:00:00,20.0,21.2,131,28.5,93,0.514,100,100,100,43,0.508,0.508,0.19
2024-04-19 09:00:00,20.2,21.1,142,31.1,95,0.502,100,98,100,100,0.513,0.514,0.14
2024-04-19 10:00:00,21.2,22.7,177,22.8,91,0.505,100,97,100,100,0.512,0.514,0.24
2024-04-19 11:00:00,21.5,24.2,191,27.1,85,0.505,100,84,78,100,0.511,0.514,0.45
2024-04-19 12:00:00,21.8,25.4,209,26.7,81,0.503,87,45,6,74,0.51,0.514,0.63
2024-04-19 13:00:00,21.3,26.7,227,26.7,72,0.501,89,27,8,84,0.509,0.514,0.97
2024-04-19 14:00:00,21.6,28.1,237,25.1,68,0.498,99,3,14,98,0.507,0.514,1.23
2024-04-19 15:00:00,21.1,27.1,258,23.2,70,0.496,58,27,12,34,0.505,0.514,1.09
2024-04-19 16:00:00,20.4,27.5,265,18.4,65,0.493,53,30,18,17,0.504,0.513,1.27
2024-04-19 17:00:00,20.0,27.0,284,16.1,66,0.492,25,7,9,15,0.502,0.513,1.23
2024-04-19 18:00:00,20.3,25.8,320,16.1,72,0.492,90,87,14,17,0.501,0.513,0.94
2024-04-19 19:00:00,19.7,23.7,351,24.7,78,0.491,82,81,3,0,0.5,0.513,0.64
2024-04-19 20:00:00,19.5,22.5,8,22.0,83,0.49,100,100,13,9,0.499,0.513,0.45
2024-04-19 21:00:00,20.4,21.6,36,15.9,93,0.502,100,100,24,16,0.505,0.518,0.18
2024-04-19 22:00:00,19.7,20.6,14,13.7,95,0.501,100,100,9,4,0.503,0.517,0.13
2024-04-19 23:00:00,19.8,20.6,7,15.8,95,0.5,100,100,9,17,0.501,0.517,0.12
2024-04-20 00:00:00,19.0,19.6,18,12.1,97,0.499,100,100,81,100,0.5,0.517,0.08
2024-04-20 01:00:00,19.7,20.4,348,19.1,96,0.497,100,100,0,0,0.498,0.517,0.1
2024-04-20 02:00:00,19.1,19.7,344,22.1,96,0.496,100,100,0,0,0.497,0.517,0.08
2024-04-20 03:00:00,18.9,19.3,355,18.1,98,0.495,100,100,0,37,0.496,0.516,0.06
2024-04-20 04:00:00,18.8,19.1,349,14.8,98,0.494,100,100,1,100,0.495,0.516,0.04
2024-04-20 05:00:00,18.6,18.9,6,18.2,98,0.493,100,100,3,100,0.494,0.516,0.05
2024-04-20 06:00:00,18.5,18.7,358,16.2,98,0.493,100,100,4,100,0.493,0.516,0.03
2024-04-20 07:00:00,18.5,18.8,360,14.4,98,0.492,100,100,1,100,0.492,0.516,0.04
2024-04-20 08:00:00,18.6,19.2,351,15.5,96,0.491,100,100,9,100,0.491,0.515,0.09
2024-04-20 09:00:00,18.1,19.9,357,15.5,89,0.49,100,100,89,100,0.489,0.515,0.25
2024-04-20 10:00:00,18.2,20.3,20,15.7,88,0.49,100,100,24,100,0.489,0.515,0.29
2024-04-20 11:00:00,18.5,21.0,21,13.8,86,0.489,100,100,37,100,0.488,0.515,0.36
2024-04-20 12:00:00,18.6,22.2,21,10.8,80,0.489,100,100,31,99,0.487,0.514,0.53
2024-04-20 13:00:00,18.7,22.5,13,8.6,79,0.488,100,100,26,37,0.486,0.514,0.56
2024-04-20 14:00:00,18.7,23.2,347,10.7,76,0.488,100,100,91,0,0.485,0.514,0.69
2024-04-20 15:00:00,18.7,23.4,354,14.1,75,0.488,100,100,79,3,0.484,0.514,0.71
2024-04-20 16:00:00,18.7,24.1,2,11.9,72,0.486,100,100,95,35,0.483,0.513,0.84
2024-04-20 17:00:00,18.9,23.7,21,12.3,75,0.485,100,15,1,100,0.483,0.513,0.75
2024-04-20 18:00:00,19.3,23.5,18,10.5,78,0.484,28,24,5,0,0.482,0.513,0.65
2024-04-20 19:00:00,19.0,21.6,357,8.7,85,0.483,99,66,6,97,0.481,0.512,0.38
2024-04-20 20:00:00,19.2,21.3,357,10.2,88,0.483,100,99,4,100,0.481,0.512,0.3
2024-04-20 21:00:00,19.1,20.5,281,9.7,91,0.494,100,21,100,93,0.487,0.513,0.21
2024-04-20 22:00:00,18.8,20.4,270,8.2,91,0.493,90,22,30,82,0.487,0.513,0.22
2024-04-20 23:00:00,18.3,20.0,309,14.8,90,0.492,6,0,5,0,0.486,0.513,0.23
2024-04-21 00:00:00,17.7,19.1,326,17.9,92,0.491,60,4,31,42,0.486,0.513,0.19
2024-04-21 01:00:00,17.6,19.2,350,17.7,90,0.49,100,23,70,100,0.486,0.512,0.22
2024-04-21 02:00:00,17.6,19.4,9,18.2,90,0.489,92,46,29,79,0.485,0.512,0.23
2024-04-21 03:00:00,17.7,18.8,30,14.6,93,0.488,100,100,25,40,0.485,0.512,0.14
2024-04-21 04:00:00,17.9,18.6,34,12.8,96,0.487,100,100,11,98,0.484,0.512,0.09
2024-04-21 05:00:00,18.0,18.3,36,8.3,98,0.487,100,100,26,1,0.484,0.511,0.04
2024-04-21 06:00:00,18.2,18.8,225,6.7,96,0.486,100,100,23,65,0.483,0.511,0.08
2024-04-21 07:00:00,18.5,19.0,315,0.4,97,0.486,100,100,35,94,0.483,0.511,0.07
2024-04-21 08:00:00,18.8,19.9,330,10.8,93,0.485,100,100,75,17,0.483,0.51,0.16
2024-04-21 09:00:00,18.9,19.9,346,4.9,94,0.49,100,100,20,38,0.483,0.51,0.14
2024-04-21 10:00:00,19.0,20.8,3,9.7,90,0.493,100,100,90,70,0.483,0.51,0.25
2024-04-21 11:00:00,19.0,21.8,12,13.4,84,0.495,100,100,100,58,0.483,0.51,0.42
2024-04-21 12:00:00,19.1,21.7,20,14.2,85,0.499,100,100,84,66,0.483,0.509,0.39
2024-04-21 13:00:00,19.2,22.5,36,14.7,82,0.5,100,76,100,97,0.483,0.509,0.5
2024-04-21 14:00:00,18.9,22.3,18,16.1,81,0.499,100,97,100,100,0.484,0.509,0.52
2024-04-21 15:00:00,19.3,21.3,355,17.0,88,0.5,100,100,100,100,0.484,0.508,0.29
2024-04-21 16:00:00,19.5,20.8,7,14.9,92,0.506,100,100,100,6,0.484,0.508,0.19
2024-04-21 17:00:00,19.4,20.7,353,15.5,93,0.512,100,94,99,8,0.486,0.508,0.18
2024-04-21 18:00:00,19.3,20.9,360,15.2,91,0.508,18,4,11,6,0.488,0.507,0.23
2024-04-21 19:00:00,18.8,19.8,4,14.1,94,0.504,7,4,4,0,0.489,0.507,0.13
2024-04-21 20:00:00,18.0,18.6,27,10.1,96,0.501,16,0,11,5,0.489,0.507,0.08
2024-04-21 21:00:00,18.4,19.1,345,4.4,96,0.496,90,78,65,3,0.496,0.507,0.09
2024-04-21 22:00:00,18.2,18.9,322,4.0,96,0.495,69,46,61,2,0.496,0.506,0.09
2024-04-21 23:00:00,18.1,18.4,328,4.0,98,0.502,90,84,35,2,0.496,0.506,0.04
2024-04-22 00:00:00,18.5,18.9,261,1.1,98,0.502,100,100,15,8,0.496,0.506,0.05
2024-04-22 01:00:00,18.6,18.7,270,1.8,99,0.5,100,99,30,100,0.496,0.505,0.01
2024-04-22 02:00:00,17.9,18.0,338,3.8,100,0.499,100,100,8,100,0.496,0.505,0.01
2024-04-22 03:00:00,17.8,17.9,16,4.0,99,0.497,100,60,7,100,0.496,0.505,0.01
2024-04-22 04:00:00,17.5,17.6,14,2.6,100,0.496,100,57,2,100,0.496,0.505,0.01
2024-04-22 05:00:00,17.8,17.8,180,0.8,100,0.495,100,2,7,100,0.496,0.504,0.0
2024-04-22 06:00:00,18.0,18.0,143,3.6,100,0.495,100,0,28,100,0.495,0.504,0.0
2024-04-22 07:00:00,18.2,18.3,160,7.5,99,0.494,100,0,5,100,0.495,0.504,0.01
2024-04-22 08:00:00,18.5,19.3,141,9.2,95,0.493,100,0,2,100,0.495,0.503,0.1
2024-04-22 09:00:00,18.2,21.0,146,6.5,84,0.491,99,98,11,68,0.493,0.503,0.39
2024-04-22 10:00:00,17.9,22.3,141,2.8,76,0.491,100,100,4,82,0.493,0.502,0.64
2024-04-22 11:00:00,17.9,23.2,129,2.6,72,0.49,100,100,1,76,0.492,0.502,0.79
2024-04-22 12:00:00,17.9,24.3,157,3.2,68,0.488,100,100,15,98,0.491,0.502,0.98
