time,dew_point_2m (°C),temperature_2m (°C),wind_direction_10m (°),wind_speed_100m (km/h),relative_humidity_2m (%),soil_moisture_0_to_7cm (m³/m³),cloud_cover (%),cloud_cover_high (%),cloud_cover_mid (%),cloud_cover_low (%),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),vapour_pressure_deficit (kPa)
2024-04-08 14:00:00,13.1,21.6,349,21.6,59,0.474,100,10,0,100,0.469,0.509,1.07
2024-04-08 15:00:00,13.0,21.6,353,22.1,58,0.472,100,0,0,100,0.468,0.509,1.09
2024-04-08 16:00:00,12.8,21.2,354,22.4,59,0.47,100,0,0,100,0.467,0.508,1.03
2024-04-08 17:00:00,12.9,20.7,356,20.2,61,0.469,100,0,2,100,0.467,0.508,0.95
2024-04-08 18:00:00,13.6,20.0,2,16.6,66,0.468,100,0,0,100,0.466,0.508,0.79
2024-04-08 19:00:00,13.7,18.6,351,16.2,73,0.468,100,0,8,100,0.466,0.508,0.57
2024-04-08 20:00:00,13.8,17.7,11,18.2,78,0.468,48,0,1,47,0.466,0.507,0.45
2024-04-08 21:00:00,13.2,17.4,20,22.1,77,0.46,14,0,7,14,0.462,0.507,0.46
2024-04-08 22:00:00,13.0,16.8,14,21.7,78,0.46,16,0,14,16,0.462,0.506,0.42
2024-04-08 23:00:00,13.2,16.0,23,18.5,83,0.459,12,3,8,5,0.462,0.506,0.3
2024-04-09 00:00:00,13.4,15.7,23,18.2,86,0.459,100,0,4,100,0.461,0.506,0.25
2024-04-09 01:00:00,13.5,15.7,28,15.5,87,0.459,83,0,2,83,0.461,0.506,0.24
2024-04-09 02:00:00,13.5,15.7,34,15.6,87,0.459,91,1,0,91,0.461,0.506,0.23
2024-04-09 03:00:00,13.3,14.6,37,13.0,92,0.459,7,0,1,6,0.461,0.506,0.13
2024-04-09 04:00:00,13.1,14.2,23,11.6,93,0.459,9,0,1,9,0.461,0.505,0.12
2024-04-09 05:00:00,13.0,13.9,18,14.6,94,0.459,24,1,7,18,0.461,0.505,0.1
2024-04-09 06:00:00,12.8,13.6,21,15.5,95,0.459,19,0,8,12,0.461,0.505,0.08
2024-04-09 07:00:00,13.0,14.2,22,16.4,92,0.458,7,0,6,2,0.461,0.505,0.12
2024-04-09 08:00:00,14.1,16.1,23,16.3,88,0.458,20,0,1,19,0.46,0.505,0.23
2024-04-09 09:00:00,14.7,18.1,38,8.9,81,0.457,97,0,21,97,0.46,0.502,0.4
2024-04-09 10:00:00,15.1,19.6,58,5.6,75,0.455,95,0,10,95,0.459,0.501,0.56
2024-04-09 11:00:00,14.8,20.5,52,4.9,70,0.455,96,0,88,96,0.459,0.501,0.73
2024-04-09 12:00:00,14.9,20.6,48,5.6,70,0.455,100,0,100,100,0.458,0.501,0.72
2024-04-09 13:00:00,14.7,20.2,43,7.9,71,0.455,100,0,98,100,0.458,0.501,0.69
2024-04-09 14:00:00,14.7,20.8,41,8.2,68,0.454,98,0,87,98,0.458,0.501,0.78
2024-04-09 15:00:00,14.3,21.4,43,10.4,64,0.453,100,0,100,99,0.457,0.5,0.91
2024-04-09 16:00:00,14.4,21.3,56,12.2,65,0.452,100,0,100,98,0.457,0.5,0.89
2024-04-09 17:00:00,14.5,21.2,67,11.4,66,0.451,100,0,100,93,0.456,0.5,0.86
2024-04-09 18:00:00,15.2,20.6,45,10.2,71,0.451,100,0,100,86,0.456,0.5,0.7
2024-04-09 19:00:00,15.3,19.3,25,13.1,78,0.451,94,0,94,18,0.456,0.5,0.5
2024-04-09 20:00:00,15.3,18.8,38,14.8,80,0.451,96,0,96,74,0.456,0.499,0.44
2024-04-09 21:00:00,15.0,17.9,51,15.8,83,0.444,63,0,59,56,0.453,0.501,0.35
2024-04-09 22:00:00,14.9,17.0,79,16.9,87,0.444,10,0,3,8,0.453,0.501,0.24
2024-04-09 23:00:00,14.5,16.0,107,13.7,91,0.444,6,0,0,6,0.453,0.5,0.17
2024-04-10 00:00:00,13.9,15.2,135,10.4,92,0.444,7,0,5,2,0.453,0.5,0.14
2024-04-10 01:00:00,13.8,15.2,133,10.2,91,0.444,6,0,0,6,0.453,0.5,0.15
2024-04-10 02:00:00,13.3,14.2,101,11.0,94,0.444,0,0,0,0,0.452,0.5,0.09
2024-04-10 03:00:00,13.3,14.2,86,11.8,94,0.444,0,0,0,0,0.452,0.5,0.09
2024-04-10 04:00:00,13.0,13.8,82,11.8,95,0.444,0,0,0,0,0.452,0.5,0.08
2024-04-10 05:00:00,12.9,13.5,86,12.4,96,0.444,2,0,2,0,0.452,0.499,0.06
2024-04-10 06:00:00,12.9,13.6,90,16.5,96,0.444,22,11,12,0,0.452,0.499,0.07
2024-04-10 07:00:00,13.4,14.6,108,14.8,93,0.444,96,56,91,0,0.452,0.499,0.12
2024-04-10 08:00:00,14.4,16.5,124,11.5,87,0.444,100,32,100,0,0.452,0.499,0.24
2024-04-10 09:00:00,15.8,18.0,165,8.0,87,0.442,100,100,61,0,0.451,0.501,0.27
2024-04-10 10:00:00,15.8,19.9,157,13.0,77,0.442,100,100,83,0,0.45,0.501,0.52
2024-04-10 11:00:00,15.8,20.4,174,12.7,75,0.445,100,99,93,0,0.45,0.501,0.59
2024-04-10 12:00:00,15.6,19.7,140,7.9,77,0.46,100,100,67,1,0.45,0.501,0.52
2024-04-10 13:00:00,15.6,21.2,143,6.9,71,0.459,100,100,98,3,0.45,0.501,0.74
2024-04-10 14:00:00,15.6,22.2,175,10.8,66,0.457,100,100,100,100,0.449,0.5,0.9
2024-04-10 15:00:00,15.7,22.3,180,7.2,66,0.456,100,100,91,82,0.449,0.5,0.91
2024-04-10 16:00:00,15.9,22.0,157,4.1,69,0.455,100,96,100,13,0.449,0.5,0.83
2024-04-10 17:00:00,15.9,22.3,101,2.5,67,0.454,100,95,100,21,0.449,0.5,0.88
2024-04-10 18:00:00,17.1,21.7,45,5.5,75,0.453,100,69,100,22,0.449,0.499,0.65
2024-04-10 19:00:00,17.2,20.5,55,10.4,81,0.453,100,52,100,100,0.449,0.499,0.46
2024-04-10 20:00:00,17.0,20.0,65,9.8,83,0.453,100,77,100,41,0.449,0.499,0.4
2024-04-10 21:00:00,17.3,18.7,30,8.7,92,0.446,100,94,100,3,0.452,0.5,0.18
2024-04-10 22:00:00,16.8,18.4,48,9.5,90,0.447,100,76,100,42,0.452,0.5,0.2
2024-04-10 23:00:00,16.7,18.2,58,8.6,91,0.447,100,11,100,100,0.452,0.5,0.19
2024-04-11 00:00:00,16.9,18.1,58,8.2,92,0.448,100,1,100,0,0.452,0.499,0.16
2024-04-11 01:00:00,16.5,18.0,52,9.4,91,0.448,92,2,92,6,0.452,0.499,0.19
2024-04-11 02:00:00,16.2,17.4,61,10.5,93,0.448,32,13,22,0,0.452,0.499,0.14
2024-04-11 03:00:00,15.9,17.2,14,5.9,92,0.448,59,31,32,13,0.452,0.499,0.16
2024-04-11 04:00:00,15.9,16.6,4,7.3,96,0.448,94,67,77,16,0.452,0.499,0.08
2024-04-11 05:00:00,16.1,16.9,9,9.4,95,0.448,100,100,9,32,0.452,0.499,0.1
2024-04-11 06:00:00,15.3,15.7,32,9.8,97,0.448,98,98,14,18,0.452,0.498,0.05
2024-04-11 07:00:00,16.1,16.8,25,11.0,96,0.448,100,100,100,91,0.452,0.498,0.08
2024-04-11 08:00:00,16.9,18.0,25,13.7,93,0.448,100,100,96,100,0.452,0.498,0.14
2024-04-11 09:00:00,16.7,17.9,51,7.9,93,0.451,100,96,86,100,0.452,0.498,0.15
2024-04-11 10:00:00,17.0,19.0,66,5.2,88,0.451,100,100,60,100,0.452,0.498,0.26
2024-04-11 11:00:00,17.0,19.9,360,1.6,83,0.451,100,97,91,99,0.452,0.498,0.39
2024-04-11 12:00:00,17.5,21.1,270,0.5,80,0.45,100,100,100,100,0.452,0.498,0.5
2024-04-11 13:00:00,17.3,21.8,96,4.7,76,0.45,100,100,91,100,0.451,0.497,0.64
2024-04-11 14:00:00,17.7,22.2,135,6.9,75,0.449,100,100,4,100,0.451,0.497,0.66
2024-04-11 15:00:00,17.8,22.7,188,2.9,74,0.448,100,100,77,100,0.451,0.497,0.72
2024-04-11 16:00:00,17.9,22.1,315,5.1,77,0.449,100,100,59,100,0.451,0.497,0.61
