time,dew_point_2m (°C),temperature_2m (°C),wind_direction_10m (°),wind_speed_100m (km/h),relative_humidity_2m (%),soil_moisture_0_to_7cm (m³/m³),cloud_cover (%),cloud_cover_high (%),cloud_cover_mid (%),cloud_cover_low (%),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),vapour_pressure_deficit (kPa)
2024-04-03 03:00:00,19.1,19.5,305,16.0,98,0.498,100,100,0,100,0.505,0.516,0.06
2024-04-03 04:00:00,18.8,19.5,344,21.3,96,0.497,100,100,3,100,0.504,0.516,0.1
2024-04-03 05:00:00,17.3,18.3,356,24.2,94,0.496,100,100,1,100,0.503,0.516,0.12
2024-04-03 06:00:00,16.4,17.5,360,25.9,93,0.496,100,100,2,100,0.501,0.516,0.14
2024-04-03 07:00:00,15.7,17.0,358,25.9,92,0.495,100,100,1,100,0.5,0.515,0.15
2024-04-03 08:00:00,15.6,17.0,357,22.7,91,0.494,100,100,0,24,0.499,0.515,0.17
2024-04-03 09:00:00,15.6,17.4,359,20.2,89,0.496,100,100,74,17,0.496,0.515,0.21
2024-04-03 10:00:00,15.6,17.6,347,22.1,88,0.495,100,100,2,98,0.495,0.514,0.23
2024-04-03 11:00:00,15.8,18.5,357,20.5,84,0.494,100,100,32,100,0.494,0.514,0.34
2024-04-03 12:00:00,15.9,19.1,355,21.3,82,0.492,100,100,17,100,0.493,0.514,0.4
2024-04-03 13:00:00,16.1,20.0,356,26.0,78,0.491,100,77,10,100,0.492,0.513,0.51
2024-04-03 14:00:00,15.7,19.6,348,25.8,78,0.489,100,78,69,100,0.491,0.513,0.5
2024-04-03 15:00:00,15.2,18.6,342,28.5,81,0.489,100,63,27,100,0.49,0.513,0.41
2024-04-03 16:00:00,15.3,18.3,353,26.1,83,0.489,100,93,20,100,0.49,0.513,0.36
2024-04-03 17:00:00,15.1,18.3,350,27.7,82,0.488,100,100,84,100,0.489,0.512,0.39
2024-04-03 18:00:00,15.0,17.9,346,25.8,83,0.488,100,100,67,100,0.488,0.512,0.34
2024-04-03 19:00:00,15.0,17.8,351,26.8,84,0.487,100,100,100,100,0.488,0.512,0.33
2024-04-03 20:00:00,14.9,17.7,345,28.6,84,0.487,100,95,100,100,0.487,0.512,0.32
2024-04-03 21:00:00,14.7,16.2,1,24.5,91,0.503,100,100,42,99,0.491,0.518,0.17
2024-04-03 22:00:00,14.6,16.2,348,28.1,90,0.501,100,93,40,100,0.49,0.517,0.18
2024-04-03 23:00:00,14.6,16.2,357,24.5,90,0.517,100,31,52,100,0.49,0.517,0.18
2024-04-04 00:00:00,14.8,16.0,5,22.3,93,0.502,100,45,44,100,0.502,0.516,0.13
2024-04-04 01:00:00,14.7,16.1,352,23.0,91,0.501,100,49,100,100,0.501,0.516,0.16
2024-04-04 02:00:00,14.6,16.0,2,18.8,91,0.5,100,0,100,100,0.5,0.516,0.16
2024-04-04 03:00:00,14.6,16.0,350,21.6,92,0.499,100,17,100,100,0.499,0.516,0.15
2024-04-04 04:00:00,14.5,15.9,351,22.5,91,0.498,100,90,100,100,0.498,0.515,0.16
2024-04-04 05:00:00,14.4,15.8,354,23.4,91,0.499,100,78,100,100,0.497,0.515,0.15
2024-04-04 06:00:00,14.4,15.4,356,24.5,93,0.502,100,99,100,100,0.496,0.515,0.11
2024-04-04 07:00:00,14.3,15.2,360,20.6,94,0.504,100,100,100,100,0.496,0.515,0.1
2024-04-04 08:00:00,14.5,15.3,358,20.2,95,0.507,100,100,100,100,0.495,0.514,0.09
2024-04-04 09:00:00,14.5,15.2,337,16.3,96,0.52,100,100,100,100,0.499,0.516,0.08
2024-04-04 10:00:00,14.9,15.6,328,17.6,96,0.51,100,100,100,100,0.511,0.516,0.07
2024-04-04 11:00:00,15.1,15.5,327,25.4,97,0.509,100,100,100,100,0.52,0.516,0.05
2024-04-04 12:00:00,15.2,15.5,336,29.6,98,0.509,100,100,100,100,0.519,0.519,0.04
2024-04-04 13:00:00,15.1,15.9,347,27.7,95,0.511,100,99,100,51,0.496,0.52,0.1
2024-04-04 14:00:00,15.2,17.2,345,26.8,88,0.515,100,100,100,100,0.491,0.519,0.23
2024-04-04 15:00:00,14.9,16.6,344,27.2,89,0.509,100,0,100,100,0.492,0.518,0.2
2024-04-04 16:00:00,14.6,16.7,347,23.8,88,0.505,100,0,100,100,0.491,0.518,0.23
2024-04-04 17:00:00,14.2,16.1,336,22.4,89,0.503,100,0,100,100,0.491,0.517,0.2
2024-04-04 18:00:00,14.1,15.4,340,25.7,92,0.501,100,0,100,100,0.49,0.517,0.14
2024-04-04 19:00:00,13.7,15.2,340,27.8,91,0.499,100,0,100,100,0.489,0.516,0.16
2024-04-04 20:00:00,13.5,15.1,342,26.2,90,0.497,100,0,100,100,0.489,0.516,0.16
2024-04-04 21:00:00,13.0,14.3,342,23.8,92,0.507,100,18,100,66,0.507,0.511,0.13
2024-04-04 22:00:00,13.0,14.2,344,21.3,92,0.505,79,14,34,66,0.507,0.511,0.12
2024-04-04 23:00:00,13.0,13.9,339,18.9,94,0.503,100,1,65,100,0.506,0.511,0.09
2024-04-05 00:00:00,13.1,14.2,352,21.0,93,0.501,100,0,2,100,0.506,0.511,0.11
2024-04-05 01:00:00,13.2,14.2,3,21.7,94,0.5,100,18,10,100,0.505,0.511,0.1
2024-04-05 02:00:00,13.3,14.3,2,20.0,94,0.499,100,23,95,100,0.505,0.511,0.1
2024-04-05 03:00:00,13.2,14.2,360,22.8,93,0.497,100,100,65,100,0.504,0.511,0.11
2024-04-05 04:00:00,13.1,14.2,2,22.4,93,0.496,100,100,35,100,0.504,0.511,0.11
2024-04-05 05:00:00,13.0,14.1,6,18.2,93,0.495,100,100,100,100,0.503,0.511,0.11
2024-04-05 06:00:00,13.0,14.1,8,16.9,93,0.495,100,100,95,100,0.502,0.511,0.11
2024-04-05 07:00:00,13.0,14.1,5,15.7,93,0.494,100,95,100,100,0.502,0.51,0.12
2024-04-05 08:00:00,13.2,14.5,4,17.9,92,0.494,100,100,34,100,0.501,0.51,0.13
2024-04-05 09:00:00,13.6,14.6,342,10.8,94,0.516,100,100,100,100,0.51,0.51,0.1
2024-04-05 10:00:00,13.6,14.5,2,13.3,95,0.51,100,100,95,8,0.516,0.51,0.09
2024-04-05 11:00:00,13.8,16.1,15,14.1,86,0.508,100,100,75,47,0.515,0.51,0.25
2024-04-05 12:00:00,14.2,16.8,10,14.3,85,0.509,98,63,46,93,0.514,0.51,0.29
2024-04-05 13:00:00,14.2,18.8,14,11.4,74,0.508,100,0,100,100,0.514,0.51,0.56
2024-04-05 14:00:00,13.8,18.0,9,11.6,76,0.505,100,0,95,100,0.513,0.511,0.49
2024-04-05 15:00:00,14.1,17.9,6,15.2,78,0.503,100,0,99,100,0.512,0.511,0.44
2024-04-05 16:00:00,14.0,18.6,11,15.4,74,0.501,100,0,100,100,0.511,0.511,0.55
2024-04-05 17:00:00,13.6,18.4,13,13.7,74,0.499,100,0,100,100,0.511,0.511,0.56
2024-04-05 18:00:00,13.6,17.8,353,16.2,77,0.498,100,0,100,100,0.51,0.51,0.47
2024-04-05 19:00:00,13.7,16.7,352,18.9,82,0.5,100,0,100,100,0.509,0.51,0.34
2024-04-05 20:00:00,13.7,16.1,358,16.2,86,0.506,100,0,100,100,0.509,0.51,0.26
2024-04-05 21:00:00,13.5,14.3,330,20.1,95,0.503,100,0,100,77,0.517,0.508,0.08
2024-04-05 22:00:00,13.5,14.3,345,19.6,95,0.502,90,0,90,2,0.515,0.508,0.08
2024-04-05 23:00:00,13.3,13.9,345,19.0,96,0.5,24,1,12,16,0.514,0.508,0.06
2024-04-06 00:00:00,13.0,13.4,334,18.9,97,0.499,88,4,59,75,0.513,0.508,0.04
2024-04-06 01:00:00,13.1,13.6,336,18.0,97,0.498,100,8,99,97,0.512,0.509,0.05
2024-04-06 02:00:00,13.2,13.7,347,16.9,96,0.497,100,0,100,55,0.511,0.509,0.06
2024-04-06 03:00:00,13.1,13.6,345,17.2,97,0.496,100,100,100,58,0.51,0.509,0.05
2024-04-06 04:00:00,13.0,13.6,358,18.4,96,0.496,99,98,10,32,0.509,0.509,0.05
2024-04-06 05:00:00,12.7,13.1,5,16.3,98,0.495,100,99,88,38,0.509,0.509,0.03
2024-04-06 06:00:00,12.7,13.1,360,14.1,97,0.494,100,99,96,45,0.508,0.509,0.04
2024-04-06 07:00:00,12.7,13.5,342,17.2,95,0.494,100,98,100,98,0.507,0.509,0.08
2024-04-06 08:00:00,12.5,14.0,351,19.7,91,0.493,100,76,100,100,0.507,0.509,0.15
2024-04-06 09:00:00,12.6,13.5,337,17.1,94,0.519,100,71,100,100,0.507,0.507,0.09
2024-04-06 10:00:00,12.8,14.1,342,18.6,92,0.517,100,57,100,95,0.511,0.507,0.13
2024-04-06 11:00:00,13.1,15.0,350,14.3,88,0.499,100,72,100,30,0.519,0.509,0.2
2024-04-06 12:00:00,13.5,15.7,350,12.8,87,0.509,100,33,100,100,0.517,0.51,0.23
2024-04-06 13:00:00,13.3,15.8,343,14.6,85,0.507,100,0,100,98,0.516,0.51,0.27
2024-04-06 14:00:00,13.2,16.2,350,16.4,82,0.504,100,0,100,100,0.514,0.511,0.33
2024-04-06 15:00:00,12.9,15.9,348,15.4,83,0.502,100,0,100,100,0.513,0.511,0.31
2024-04-06 16:00:00,12.8,16.1,351,15.6,81,0.5,100,0,100,100,0.512,0.511,0.35
2024-04-06 17:00:00,12.5,16.0,358,15.8,79,0.499,100,0,100,100,0.512,0.511,0.37
2024-04-06 18:00:00,12.5,15.9,356,17.3,80,0.498,100,0,100,100,0.511,0.511,0.36
2024-04-06 19:00:00,12.5,15.5,2,17.0,82,0.497,100,98,97,25,0.51,0.511,0.31
2024-04-06 20:00:00,12.5,15.2,354,14.4,84,0.496,100,52,100,16,0.509,0.511,0.28
2024-04-06 21:00:00,12.2,13.9,341,16.2,89,0.507,100,0,100,100,0.511,0.511,0.17
2024-04-06 22:00:00,12.4,13.8,347,15.5,91,0.506,100,0,100,100,0.511,0.511,0.14
2024-04-06 23:00:00,12.5,13.8,335,12.1,92,0.504,100,0,100,100,0.511,0.511,0.13
2024-04-07 00:00:00,12.6,13.7,344,11.3,93,0.502,100,8,100,100,0.51,0.511,0.11
2024-04-07 01:00:00,12.6,13.6,339,10.8,94,0.501,100,0,100,100,0.509,0.511,0.09
2024-04-07 02:00:00,12.6,13.2,312,12.0,96,0.499,100,4,100,100,0.509,0.511,0.06
2024-04-07 03:00:00,12.8,13.5,339,13.2,96,0.498,100,21,100,100,0.508,0.511,0.07
2024-04-07 04:00:00,12.9,13.5,342,13.2,96,0.497,100,69,99,100,0.507,0.511,0.06
2024-04-07 05:00:00,12.9,13.5,360,12.2,96,0.496,100,95,37,100,0.507,0.511,0.06
2024-04-07 06:00:00,12.9,13.4,357,14.0,96,0.503,99,53,95,58,0.506,0.511,0.05
2024-04-07 07:00:00,13.0,13.6,351,14.8,96,0.502,100,1,17,100,0.506,0.511,0.06
2024-04-07 08:00:00,13.3,14.6,356,15.1,92,0.501,100,0,91,100,0.505,0.511,0.13
2024-04-07 09:00:00,13.6,15.1,342,13.1,91,0.496,100,39,100,100,0.503,0.511,0.16
2024-04-07 10:00:00,13.7,15.4,356,14.4,89,0.495,100,0,92,100,0.502,0.511,0.19
2024-04-07 11:00:00,13.7,16.6,353,14.9,83,0.495,100,0,100,99,0.502,0.511,0.33
2024-04-07 12:00:00,13.8,17.9,360,10.4,77,0.494,100,0,0,100,0.501,0.511,0.47
2024-04-07 13:00:00,14.1,18.7,354,8.7,75,0.493,100,0,9,100,0.5,0.51,0.54
2024-04-07 14:00:00,14.2,19.4,352,9.5,72,0.492,100,0,9,100,0.499,0.51,0.64
2024-04-07 15:00:00,14.0,19.3,348,10.7,72,0.491,100,0,7,100,0.498,0.51,0.63
2024-04-07 16:00:00,14.0,19.3,349,12.4,71,0.49,100,0,46,100,0.497,0.51,0.64
2024-04-07 17:00:00,13.7,19.0,353,12.6,71,0.489,100,0,88,100,0.496,0.51,0.63
2024-04-07 18:00:00,13.9,18.5,350,14.8,75,0.488,100,0,95,100,0.496,0.51,0.54
2024-04-07 19:00:00,13.8,17.8,329,16.1,77,0.487,100,3,99,84,0.495,0.51,0.46
2024-04-07 20:00:00,13.8,17.4,321,17.6,79,0.487,100,2,100,42,0.495,0.51,0.41
2024-04-07 21:00:00,13.7,16.1,319,15.5,86,0.49,100,0,100,100,0.487,0.512,0.26
2024-04-07 22:00:00,13.5,16.0,326,19.8,85,0.489,100,46,100,6,0.486,0.512,0.28
2024-04-07 23:00:00,13.2,16.0,321,18.2,84,0.488,100,0,100,100,0.486,0.512,0.3
2024-04-08 00:00:00,13.2,15.8,320,18.2,85,0.487,100,1,100,100,0.485,0.511,0.27
2024-04-08 01:00:00,13.3,15.6,328,17.6,86,0.487,100,18,100,1,0.485,0.511,0.24
2024-04-08 02:00:00,13.4,15.3,335,15.5,89,0.486,99,9,99,0,0.484,0.511,0.2
2024-04-08 03:00:00,13.5,14.8,328,16.7,92,0.485,62,22,50,2,0.484,0.511,0.14
2024-04-08 04:00:00,13.5,14.2,328,19.0,95,0.486,71,30,55,7,0.484,0.511,0.08
2024-04-08 05:00:00,13.5,14.3,332,21.1,95,0.485,96,0,96,0,0.483,0.511,0.09
2024-04-08 06:00:00,13.5,14.5,337,18.1,94,0.484,96,0,96,0,0.483,0.51,0.1
2024-04-08 07:00:00,13.8,14.9,337,17.1,93,0.484,100,0,100,0,0.482,0.51,0.12
2024-04-08 08:00:00,14.3,16.0,332,14.3,90,0.483,100,0,100,1,0.482,0.51,0.19
2024-04-08 09:00:00,14.0,17.4,335,16.7,80,0.488,65,0,16,59,0.481,0.51,0.39
2024-04-08 10:00:00,13.8,18.5,343,17.9,74,0.488,78,0,0,78,0.481,0.51,0.55
2024-04-08 11:00:00,13.6,19.6,346,19.6,69,0.486,91,7,2,90,0.48,0.509,0.72
2024-04-08 12:00:00,13.2,20.0,339,18.6,65,0.484,92,1,8,91,0.479,0.509,0.82
2024-04-08 13:00:00,13.2,20.9,346,20.3,62,0.482,85,0,0,85,0.479,0.509,0.95
2024-04-08 14:00:00,13.3,21.3,350,20.1,60,0.48,97,0,0,97,0.478,0.509,1.01
2024-04-08 15:00:00,13.1,21.5,354,19.9,59,0.478,91,0,0,91,0.477,0.508,1.05
2024-04-08 16:00:00,13.1,21.0,354,20.2,60,0.476,100,0,0,100,0.476,0.508,0.98
2024-04-08 17:00:00,13.1,20.6,355,20.6,62,0.475,100,0,0,100,0.476,0.508,0.92
2024-04-08 18:00:00,13.7,19.9,5,15.9,67,0.474,100,0,0,100,0.475,0.508,0.76
2024-04-08 19:00:00,13.9,18.7,360,13.8,74,0.473,97,0,0,97,0.475,0.508,0.57
2024-04-08 20:00:00,13.7,17.4,9,18.2,79,0.473,14,0,0,14,0.474,0.507,0.42
2024-04-08 21:00:00,13.2,17.3,7,21.3,77,0.467,25,0,9,24,0.472,0.506,0.46
2024-04-08 22:00:00,13.2,16.5,7,19.6,81,0.467,35,0,9,33,0.472,0.505,0.35
2024-04-08 23:00:00,13.4,16.0,18,17.7,85,0.467,8,4,3,1,0.471,0.505,0.28
2024-04-09 00:00:00,13.5,16.0,19,17.5,85,0.467,86,1,3,86,0.471,0.505,0.27
2024-04-09 01:00:00,13.6,16.0,28,15.0,86,0.466,18,0,3,18,0.471,0.505,0.25
2024-04-09 02:00:00,13.5,16.0,37,16.5,85,0.466,2,1,1,0,0.471,0.505,0.27
2024-04-09 03:00:00,13.2,14.7,43,13.1,91,0.466,2,0,1,1,0.471,0.505,0.15
2024-04-09 04:00:00,13.0,14.6,36,10.9,90,0.466,10,0,1,10,0.47,0.505,0.16
2024-04-09 05:00:00,12.9,14.0,16,12.5,93,0.466,12,0,9,4,0.47,0.505,0.11
2024-04-09 06:00:00,12.8,13.6,16,13.8,95,0.466,33,0,5,29,0.47,0.504,0.08
2024-04-09 07:00:00,13.0,14.1,23,16.1,93,0.466,10,0,2,8,0.47,0.504,0.11
2024-04-09 08:00:00,14.3,16.3,30,15.8,88,0.465,27,0,4,24,0.469,0.504,0.22
2024-04-09 09:00:00,15.1,18.2,45,8.2,82,0.462,96,0,6,96,0.468,0.502,0.38
2024-04-09 10:00:00,15.1,19.9,90,5.0,74,0.461,82,0,46,81,0.467,0.502,0.61
2024-04-09 11:00:00,14.5,20.7,77,5.7,68,0.46,100,0,74,100,0.466,0.501,0.79
2024-04-09 12:00:00,14.7,20.5,56,6.5,69,0.459,100,0,100,100,0.466,0.501,0.74
2024-04-09 13:00:00,14.9,20.2,29,8.1,72,0.458,100,0,87,100,0.465,0.501,0.67
2024-04-09 14:00:00,14.9,20.8,29,8.4,69,0.457,100,0,74,100,0.465,0.501,0.76
2024-04-09 15:00:00,14.7,21.4,45,10.9,66,0.456,100,0,77,100,0.465,0.501,0.87
2024-04-09 16:00:00,14.7,21.2,56,11.9,66,0.455,100,0,77,100,0.464,0.501,0.85
2024-04-09 17:00:00,14.7,21.1,58,11.3,67,0.454,75,0,59,71,0.464,0.5,0.82
2024-04-09 18:00:00,15.3,20.5,23,11.7,72,0.454,95,0,95,60,0.463,0.5,0.68
2024-04-09 19:00:00,15.0,19.3,25,14.1,76,0.454,94,0,83,93,0.463,0.5,0.53
2024-04-09 20:00:00,15.0,18.6,60,13.6,80,0.454,49,0,32,26,0.463,0.5,0.44
2024-04-09 21:00:00,15.2,17.9,55,14.3,84,0.45,17,0,13,5,0.461,0.501,0.32
2024-04-09 22:00:00,14.6,16.8,87,15.3,87,0.45,15,0,4,12,0.461,0.501,0.25
2024-04-09 23:00:00,14.0,15.5,108,11.8,91,0.45,10,0,0,10,0.461,0.501,0.16
2024-04-10 00:00:00,13.6,15.4,151,9.4,89,0.45,5,0,5,0,0.46,0.501,0.19
2024-04-10 01:00:00,13.5,15.4,161,9.1,88,0.45,1,0,1,0,0.46,0.501,0.2
2024-04-10 02:00:00,13.0,14.1,96,9.8,93,0.45,0,0,0,0,0.46,0.5,0.11
2024-04-10 03:00:00,13.1,14.0,82,10.4,94,0.45,0,0,0,0,0.46,0.5,0.1
2024-04-10 04:00:00,13.0,13.6,79,10.9,96,0.45,0,0,0,0,0.46,0.5,0.06
2024-04-10 05:00:00,12.8,13.3,82,11.3,96,0.45,1,0,1,0,0.46,0.5,0.05
2024-04-10 06:00:00,12.8,13.5,85,15.2,96,0.45,12,1,12,0,0.46,0.5,0.06
2024-04-10 07:00:00,13.3,14.4,104,13.7,93,0.45,79,48,59,0,0.46,0.5,0.11
2024-04-10 08:00:00,14.5,16.6,122,10.2,88,0.45,100,71,100,0,0.459,0.5,0.23
2024-04-10 09:00:00,15.8,18.1,157,7.0,86,0.449,100,100,63,0,0.459,0.5,0.29
2024-04-10 10:00:00,16.0,19.9,148,10.5,78,0.449,100,100,83,0,0.458,0.5,0.51
2024-04-10 11:00:00,16.2,20.7,169,11.7,75,0.451,99,96,69,1,0.458,0.5,0.61
2024-04-10 12:00:00,15.9,20.0,148,6.5,78,0.455,100,100,80,0,0.458,0.5,0.52
2024-04-10 13:00:00,15.9,21.3,132,6.4,72,0.455,100,100,84,3,0.457,0.499,0.72
2024-04-10 14:00:00,15.6,22.1,174,9.1,67,0.454,100,100,100,72,0.457,0.499,0.89
2024-04-10 15:00:00,15.8,22.3,171,6.1,67,0.453,100,100,92,81,0.456,0.499,0.89
2024-04-10 16:00:00,16.6,21.6,103,4.3,73,0.456,100,99,100,21,0.456,0.499,0.69
2024-04-10 17:00:00,16.6,21.8,73,4.0,72,0.455,100,83,100,21,0.456,0.499,0.72
2024-04-10 18:00:00,17.3,21.1,54,9.2,79,0.455,100,34,100,17,0.456,0.499,0.53
2024-04-10 19:00:00,16.8,20.1,58,10.0,82,0.455,100,17,100,94,0.456,0.498,0.43
2024-04-10 20:00:00,16.9,19.4,53,7.3,85,0.455,100,45,100,74,0.456,0.498,0.33
2024-04-10 21:00:00,16.7,18.4,42,8.4,90,0.458,100,92,100,2,0.461,0.496,0.22
2024-04-10 22:00:00,16.5,18.2,39,9.9,90,0.458,100,75,100,63,0.461,0.496,0.21
2024-04-10 23:00:00,16.4,18.0,53,9.6,90,0.458,100,16,100,100,0.461,0.496,0.2
2024-04-11 00:00:00,16.4,18.0,45,9.5,90,0.458,100,9,100,0,0.461,0.496,0.2
2024-04-11 01:00:00,16.3,17.8,34,9.4,91,0.458,100,3,100,4,0.461,0.495,0.18
2024-04-11 02:00:00,16.3,17.5,41,9.1,93,0.458,62,4,60,0,0.461,0.495,0.14
2024-04-11 03:00:00,15.7,16.6,356,5.4,94,0.458,49,24,26,11,0.461,0.495,0.11
2024-04-11 04:00:00,15.6,16.2,342,6.2,96,0.458,81,50,60,9,0.461,0.495,0.07
2024-04-11 05:00:00,16.0,16.7,360,8.3,96,0.458,95,94,8,5,0.461,0.495,0.08
2024-04-11 06:00:00,15.1,15.3,25,8.4,98,0.458,99,99,8,11,0.461,0.495,0.03
2024-04-11 07:00:00,16.1,16.5,16,9.6,97,0.458,100,100,99,97,0.461,0.495,0.05
2024-04-11 08:00:00,17.0,18.0,21,12.2,94,0.458,100,100,98,100,0.461,0.495,0.12
2024-04-11 09:00:00,16.8,17.8,49,8.7,94,0.463,100,97,98,100,0.461,0.495,0.12
2024-04-11 10:00:00,17.1,18.8,45,5.5,90,0.462,100,97,80,100,0.461,0.494,0.21
2024-04-11 11:00:00,17.4,20.2,153,1.0,84,0.462,100,100,96,97,0.461,0.494,0.38
2024-04-11 12:00:00,17.7,21.0,270,0.4,81,0.462,100,100,100,100,0.461,0.494,0.46
2024-04-11 13:00:00,17.6,21.7,111,3.5,78,0.461,100,100,100,100,0.461,0.494,0.58
2024-04-11 14:00:00,17.7,21.9,138,6.2,77,0.46,100,100,4,100,0.46,0.494,0.6
2024-04-11 15:00:00,18.0,22.8,174,4.7,74,0.459,100,99,78,100,0.46,0.494,0.71
2024-04-11 16:00:00,17.9,22.3,304,4.5,76,0.46,100,100,44,100,0.46,0.493,0.64
